id,name,categorygroupid
3144,"Rubber products supplier",35
3145,"Rubber stamp store",32
3146,"Rug store",32
3147,Rugby,34
3148,"Rugby club",34
3149,"Rugby field",34
3150,"Rugby league club",34
3151,"Rugby store",32
3152,"Running store",32
3153,"Russian grocery store",32
3154,"Russian Orthodox church",21
3155,"Russian restaurant",14
3156,"Rustic furniture store",32
3157,"RV dealer",8
3158,"RV park",24
3159,"Recreational vehicle rental agency",15
3160,"RV repair shop",31
3161,"RV storage facility",1
3162,"RV supply store",32
3163,"Saab dealer",8
3164,Sacem,27
3165,Saddlery,32
3166,"Safe & vault shop",32
3167,"Safety equipment supplier",35
3168,"Sailing club",34
3169,"Sailing event area",12
3170,"Sailing school",9
3171,Sailmaker,21
3172,"Sake brewery",32
3173,"Salad shop",32
3174,"Salsa bar",14
3175,"Salsa classes",9
3176,"Salvadoran restaurant",14
3177,"Salvage dealer",8
3178,"Salvage yard",27
3179,"Samba school",9
3180,"Sambo school",9
3181,Sambodrome,23
3182,"Sand & gravel supplier",35
3183,"Sand plant",21
3184,"Sandblasting service",7
3185,"Sandwich shop",32
3186,"Sanitary inspection",6
3187,"Sanitation service",19
3188,"Sardinian restaurant",14
3189,"Saree Shop",32
3190,"Satay restaurant",14
3191,"Satellite communication service",36
3192,"Saturn dealer",8
3193,Sauna,19
3194,"Sauna club",23
3195,"Sauna store",32
3196,"Savings bank",13
3197,"Saw mill",21
3198,"Saw sharpening service",19
3199,Scaffolder,7
3200,"Scaffolding rental service",30
3201,"Scale model club",23
3202,"Model shop",32
3203,"Scale repair service",31
3204,"Scale supplier",35
3205,"Scandinavian restaurant",14
3206,"Scenic spot",27
3207,"Scenography company",27
3208,School,9
3209,"School administrator",9
3210,"School bus service",37
3211,"School center",9
3212,"School district office",15
3213,"School for the deaf",9
3214,"School house",9
3215,"School lunch center",27
3216,"School supply store",32
3217,"Science academy",9
3218,"Science museum",4
3219,"Scientific equipment supplier",35
3220,"Scooter rental service",21
3221,"Scooter repair shop",31
3222,"Scottish restaurant",14
3223,"Scout hall",23
3224,"Scout home",23
3225,Scouting,23
3226,"Scrap metal dealer",8
3227,"Scrapbooking store",4
3228,"Screen printer",4
3229,"Screen printing shop",4
3230,"Screen printing supply store",32
3231,"Screen repair service",31
3232,"Screen store",32
3233,"Screw supplier",35
3234,"SCUBA instructor",34
3235,"SCUBA tour agency",20
3236,Sculptor,4
3237,Sculpture,4
3238,"Sculpture museum",4
3239,"Seafood donburi restaurant",14
3240,"Seafood farm",2
3241,"Seafood market",14
3242,"Seafood restaurant",14
3243,"Seafood wholesaler",32
3244,"Seal shop",32
3245,"Seaplane base",37
3246,"Seasonal goods store",32
3247,"Seat dealer",8
3248,"Seblak restaurant",14
3249,"Second hand store",32
3250,"Secondary school",9
3251,"Secondary school (Germany)",9
3252,"Security guard service",27
3253,"Security service",27
3254,"Security system installer",27
3255,"Security system supplier",35
3256,"Seed supplier",35
3257,Seitai,16
3258,"Self defense school",34
3259,"Self service car wash",21
3260,"Self service health station",16
3261,"Self service restaurant",14
3262,"Self-storage facility",28
3263,"Semi conductor supplier",35
3264,Seminary,9
3265,"Senior citizen center",23
3266,"Aged care",16
3267,"Senior high school",9
3268,"Septic system service",7
3269,"Serbian restaurant",14
3270,"Serviced accommodation",20
3271,"Serviced apartment",20
3272,"Seventh-day Adventist church",23
3273,"Sewage disposal service",7
3274,"Sewage treatment plant",7
3275,"Sewing company",21
3276,"Sewing machine repair service",31
3277,"Sewing machine store",32
3278,"Sewing shop",32
3279,Sexologist,22
3280,"Seychelles restaurant",14
3281,"Sfiha restaurant",14
3282,"Sukiyaki and Shabu Shabu restaurant",14
3283,"Shabu-shabu restaurant",14
3284,"Shandong restaurant",14
3285,"Shanghainese restaurant",14
3286,"Shared-use commercial kitchen",14
3287,"Sharpening service",27
3288,"Shawarma restaurant",14
3289,"Shed builder",7
3290,"Sheep shearer",2
3291,"Sheepskin and wool products supplier",35
3292,"Sheepskin coat store",32
3293,"Sheet metal contractor",7
3294,"Sheet music store",32
3295,Shelter,23
3296,"Sheltered housing",28
3297,"Shelving store",32
3298,"Sheriff’s department",23
3299,"Shinkin bank",13
3300,"Shinto shrine",23
3301,"Ship building",21
3302,"Shipbuilding and repair company",31
3303,"Shipping and mailing service",37
3304,"Shipping company",37
3305,"Shipping equipment industry",21
3306,"Shipping service",37
3307,Shipyard,21
3308,"Shochu brewery",14
3309,"Shoe factory",21
3310,"Shoe repair shop",31
3311,"Shoe shining service",6
3312,"Shoe store",32
3313,"Footwear wholesaler",32
3314,"Shogi lesson",4
3315,"Shooting event area",34
3316,"Shooting range",34
3317,"Shop supermarket furniture store",32
3318,Shopfitter,7
3319,"Shopping mall",32
3320,"Short term apartment rental agency",28
3321,"Shower door shop",32
3322,"Shredding service",27
3323,"Shrimp farm",2
3324,Shrine,23
3325,"Sichuan restaurant",14
3326,"Sicilian restaurant",14
3327,"Siding contractor",7
3328,"Sightseeing tour agency",20
3329,"Sign shop",27
3330,Gurudwara,23
3331,"Silk plant shop",32
3332,"Silk store",32
3333,Silversmith,4
3334,"Singaporean restaurant",14
3335,"Singing telegram service",4
3336,"Single sex secondary school",9
3337,"Singles organization",23
3338,"Sixth form college",9
3339,"Skate sharpening service",34
3340,"Skate shop",34
3341,"Skateboard park",34
3342,"Skateboard shop",34
3343,"Skating instructor",34
3344,"Skeet shooting range",34
3345,"Kushiage and kushikatsu restaurant",14
3346,"Ski club",34
3347,"Ski rental service",34
3348,"Ski repair service",31
3349,"Ski resort",20
3350,"Ski school",34
3351,"Ski shop",34
3352,"Skin care clinic",16
3353,"Skin care products vending machine",32
3354,"Skittle club",34
3355,"Skoda dealer",8
3356,"Skydiving center",34
3357,"Skylight contractor",7
3358,Slaughterhouse,2
3359,"Sleep clinic",16
3360,"Small appliance repair service",31
3361,"Small claims assistance service",27
3362,"Small engine repair service",31
3363,"Small plates restaurant",14
3364,"Smart Car dealer",8
3365,"Smart dealer",8
3366,"Smart shop",32
3367,"Smog inspection station",21
3368,"Snack bar",14
3369,"Snow removal service",27
3370,"Snowboard rental service",34
3371,"Snowboard shop",34
3372,"Snowmobile dealer",8
3373,"Snowmobile rental service",34
3374,Soapland,20
3375,"Soba noodle shop",14
3376,"Soccer club",34
3377,"Soccer field",34
3378,"Soccer practice",34
3379,"Soccer store",34
3380,"Social club",23
3381,"Social security attorney",27
3382,"Social security financial department",13
3383,"Social security office",15
3384,"Social services organization",23
3385,"Social welfare center",23
3386,"Social worker",23
3387,"Societe de Flocage",27
3388,"Sod supplier",35
3389,"Sofa store",32
3390,"Soft drinks shop",14
3391,"Suppon restaurant",14
3392,"Softball club",34
3393,"Softball field",34
3394,"Software training institute",9
3395,"Soil testing service",7
3396,"Sokol house",23
3397,"Solar energy company",10
3398,"Solar energy contractor",7
3399,"Solar energy equipment supplier",35
3400,"Solar hot water system supplier",35
3401,"Solar photovoltaic power plant",10
3402,"Solid fuel company",10
3403,"Solid waste engineer",11
3404,"Soondae restaurant",14
3405,"Soto ayam restaurant",14
3406,"Soto restaurant",14
3407,"Soul food restaurant",14
3408,"Soup kitchen",23
3409,"Soup restaurant",14
3410,"Soup shop",14
3411,"South African restaurant",14
3412,"South American restaurant",14
3413,"South Asian restaurant",14
3414,"Southeast Asian restaurant",14
3415,"South Indian restaurant",14
3416,"South Sulawesi restaurant",14
3417,"Southern Italian restaurant",14
3418,"Southern restaurant (US)",14
3419,"Southwest France restaurant",14
3420,"Southwestern restaurant (US)",14
3421,"Souvenir manufacturer",21
3422,"Souvenir store",32
3423,"Soy sauce maker",14
3424,Spa,16
3425,"Spa and health club",16
3426,"Spa garden",16
3427,"Spa town",16
3428,"Space of remembrance",23
3429,"Spanish restaurant",14
3430,"Special education school",9
3431,"Specialized clinic",16
3432,"Specialized hospital",16
3433,"Speech pathologist",22
3434,"Sperm bank",16
3435,"Spice store",32
3436,"Spices exporter",21
3437,"Spices wholesalers",32
3438,"Spiritist center",23
3439,"Sport tour agency",20
3440,"Sporting goods store",32
3441,"Sports accessories wholesaler",32
3442,"Sports bar",14
3443,"Sports card store",32
3444,"Sports club",34
3445,"Sports complex",34
3446,"Sports equipment rental service",34
3447,"Sports massage therapist",16
3448,"Sports medicine clinic",16
3449,"Sports medicine physician",22
3450,"Sports memorabilia store",32
3451,"Sports nutrition store",32
3452,"Sports school",9
3453,"Sportswear store",32
3454,"Sportswear manufacturer",21
3455,"Spring supplier",35
3456,"Squash club",34
3457,"Squash court",34
3458,"Sri Lankan restaurant",14
3459,Stable,2
3460,Stadium,34
3461,Stage,4
3462,"Stage lighting equipment supplier",35
3463,"Stained glass studio",4
3464,"Stainless steel plant",21
3465,"Stair contractor",7
3466,"Stall installation service",27
3467,"Stamp collectors club",20
3468,"Stamp shop",32
3469,"Stand bar",14
3470,"Staple food package",14
3471,"State archive",15
3472,"State department of agricultural development",15
3473,"State Department Agriculture Food Supply",15
3474,"State Department Communication",15
3475,"State Department Finance",15
3476,"State Department for Social Development",15
3477,"State Department Housing and Urban Development",15
3478,"State Department of Environment",15
3479,"State Department of Tourism",15
3480,"State Department of Transportation",15
3481,"State Department Science Technology",15
3482,"State department of social defense",15
3483,"State Dept of Culture",15
3484,"State Dept of Sports",15
3485,"State employment department",15
3486,"State government office",15
3487,"State liquor store",32
3488,"State office of education",15
3489,"State owned farm",2
3490,"State park",20
3491,"State police",15
3492,"Stationery manufacturer",21
3493,"Stationery store",32
3494,"Stationery wholesaler",32
3495,Statuary,4
3496,"STD clinic",16
3497,"STD testing service",16
3498,"Steak house",14
3499,"Steamboat restaurant",14
3500,"Steamed bun shop",14
3501,"Steel construction company",7
3502,"Steel distributor",21
3503,"Steel drum supplier",35
3504,"Steel erector",7
3505,"Steel fabricator",7
3506,"Steel framework contractor",7
3507,"Steelwork design company",7
3508,"Steelwork manufacturer",21
3509,"Stereo rental store",32
3510,"Stereo repair service",31
3511,"Home audio store",32
3512,"Sticker manufacturer",21
3513,"Stitching class",9
3514,"Stock broker",13
3515,"Stock exchange building",13
3516,"Stone carving",4
3517,"Stone cutter",7
3518,"Stone supplier",35
3519,"Storage facility",27
3520,Store,32
3521,"Store equipment supplier",35
3522,"Stove builder",7
3523,"Stringed instrument maker",21
3524,"Structural engineer",7
3525,"Stucco contractor",7
3526,"Student career counseling office",9
3527,"Student dormitory",9
3528,"Student housing center",9
3529,"Student union",9
3530,"Students parents association",9
3531,"Students support association",9
3532,"Study at home school",9
3533,"Studying center",9
3534,Stylist,25
3535,"Subaru dealer",8
3536,"Suburban train line",37
3537,"Sugar factory",21
3538,"Sugar shack",14
3539,"Sukiyaki restaurant",14
3540,"Summer camp",29
3541,"Summer toboggan run",29
3542,"Sundae restaurant",14
3543,"Sundanese restaurant",14
3544,"Sunglasses store",32
3545,"Sunroom contractor",7
3546,"Super public bath",16
3547,"Superannuation consultant",13
3548,"Superfund site",32
3549,Supermarket,32
3550,"Support group",23
3551,"Surf lifesaving club",34
3552,"Surf school",34
3553,"Surf shop",32
3554,Surgeon,22
3555,"Surgical center",17
3556,"Surgical oncologist",22
3557,"Surgical products wholesaler",32
3558,"Surgical supply store",32
3559,"Surinamese restaurant",14
3560,"Surplus store",32
3561,Surveyor,7
3562,"Sushi restaurant",14
3563,"Sushi takeaway",14
3564,"Suzuki dealer",8
3565,"Suzuki motorcycle dealer",8
3566,"Swabian restaurant",14
3567,"Swedish restaurant",14
3568,"Swim club",34
3569,"Swimming basin",34
3570,"Swimming competition",34
3571,"Swimming facility",34
3572,"Swimming instructor",34
3573,"Swimming lake",34
3574,"Swimming pool",34
3575,"Swimming pool contractor",7
3576,"Swimming pool repair service",31
3577,"Swimming pool supply store",32
3578,"Swimming school",34
3579,"Swimwear store",32
3580,"Swiss restaurant",14
3581,Synagogue,30
3582,"Syrian restaurant",14
3583,"T-shirt company",32
3584,"T-shirt store",32
3585,"Tabascan restaurant",14
3586,"Table tennis club",34
3587,"Table tennis facility",34
3588,"Table tennis supply store",32
3589,"Tacaca restaurant",14
3590,"Tack shop",32
3591,"Taco restaurant",14
3592,"Taekwondo competition area",34
3593,"Taekwondo school",34
3594,"Tag agency",15
3595,"Tai chi school",34
3596,Tailor,25
3597,"Taiwanese restaurant",14
3598,"Takoyaki restaurant",14
3599,"Talent agency",4
3600,"Tamale shop",14
3601,Tannery,21
3602,"Tanning salon",25
3603,"Taoist temple",30
3604,"Tapas bar",14
3605,"Tapas restaurant",14
3606,"Tatami store",32
3607,"Tattoo and piercing shop",25
3608,"Tattoo artist",25
3609,"Tattoo removal service",25
3610,"Tattoo shop",25
3611,"Tax assessor",15
3612,"Tax attorney",27
3613,"Tax collector’s office",15
3614,"Tax department",15
3615,"Tax preparation",13
3616,"Tax preparation service",13
3617,"Taxi service",37
3618,"Taxi stand",37
3619,Taxidermist,26
3620,"TB clinic",17
3621,"Tea exporter",21
3622,"Tea house",14
3623,"Tea manufacturer",21
3624,"Tea market place",32
3625,"Tea store",32
3626,"Tea wholesaler",32
3627,"Teacher college",9
3628,"Technical school",9
3629,"Technical service",27
3630,"Technical university",9
3631,"Technology museum",4
3632,"Technology park",27
3633,"Teeth whitening service",17
3634,"Tegal restaurant",14
3635,"Telecommunication school",9
3636,"Telecommunications contractor",7
3637,"Telecommunications engineer",11
3638,"Telecommunications equipment supplier",35
3639,"Telecommunications service provider",36
3640,"Telemarketing service",27
3641,"Telephone answering service",27
3642,"Telephone company",36
3643,"Telephone exchange",36
3644,"Telescope store",32
3645,"Television repair service",31
3646,"Television station",4
3647,"Temaki restaurant",14
3648,"Temp agency",27
3649,"Tempura donburi restaurant",14
3650,"Tempura restaurant",14
3651,"Tenant ownership",28
3652,"Tenant’s union",23
3653,"Tennis club",34
3654,"Tennis court",34
3655,"Tennis court construction company",7
3656,"Tennis instructor",34
3657,"Tennis store",32
3658,"Tent rental service",12
3659,"Teppanyaki restaurant",14
3660,"Tesla showroom",21
3661,"Tex-Mex restaurant",14
3662,"Textile engineer",21
3663,"Textile exporter",21
3664,"Textile mill",21
3665,"Thai massage therapist",17
3666,"Thai restaurant",14
3667,"Theater company",4
3668,"Theater production",4
3669,"Theater supply store",32
3670,"Theatrical costume supplier",35
3671,"Theme park",4
3672,"Thermal baths",16
3673,"Thermal power plant",10
3674,"Thread supplier",35
3675,"Threads and yarns wholesaler",32
3676,"3D printing service",21
3677,"Thrift store",32
3678,"Thuringian restaurant",14
3679,"Tibetan restaurant",14
3680,"Tiffin center",14
3681,"Tiki bar",14
3682,"Tile contractor",7
3683,"Tile manufacturer",21
3684,"Tile store",32
3685,"Timeshare agency",28
3686,"Tyre manufacturer",21
3687,"Tire repair shop",31
3688,"Tire shop",21
3689,"Title company",28
3690,"Toast restaurant",14
3691,"Tobacco exporter",21
3692,"Tobacco shop",32
3693,"Tobacco supplier",35
3694,"Tofu restaurant",14
3695,"Tofu shop",32
3696,"Toiletries store",32
3697,"Toll road rest stop",20
3698,"Toll booth",20
3699,"Toner cartridge supplier",35
3700,"Tongue restaurant",14
3701,"Tonkatsu restaurant",14
3702,"Tool & die shop",21
3703,"Tool grinding service",21
3704,"Tool manufacturer",21
3705,"Tool rental service",20
3706,"Tool repair shop",31
3707,"Tool store",32
3708,"Tool wholesaler",32
3709,Toolroom,21
3710,"Topography company",7
3711,"Topsoil supplier",35
3712,"Tortilla shop",14
3713,"Tour agency",20
3714,"Tour operator",20
3715,"Tourist attraction",20
3716,"Tourist information center",20
3717,"Communications tower",36
3718,"Towing equipment provider",21
3719,"Towing service",21
3720,"Townhouse complex",28
3721,"Toy and game manufacturer",21
3722,"Toy library",4
3723,"Toy manufacturer",21
3724,"Toy museum",4
3725,"Toy store",32
3726,"Toyota dealer",8
3727,"Tractor dealer",8
3728,"Tractor repair shop",31
3729,"Trade fair construction company",7
3730,"Trade school",9
3731,"Trading card store",32
3732,"Traditional costume club",23
3733,"Traditional Kostume store",32
3734,"Traditional market",32
3735,"Traditional restaurant",14
3736,"Traditional teahouse",14
3737,"Traditional American restaurant",14
3738,"Traffic officer",15
3739,"Trailer dealer",8
3740,"Trailer manufacturer",21
3741,"Trailer rental service",21
3742,"Trailer repair shop",31
3743,"Trailer supply store",32
3744,"Train depot",37
3745,"Train repairing center",31
3746,"Train ticket agency",20
3747,"Train ticket office",20
3748,"Train yard",20
3749,"Training centre",9
3750,"Training school",9
3751,"Transcription service",27
3752,"Transit depot",20
3753,Translator,27
3754,"Transmission shop",21
3755,"Transplant surgeon",22
3756,"Transportation escort service",20
3757,"Transportation service",20
3758,"Travel agency",20
3759,"Travel clinic",17
3760,"Travel lounge",20
3761,"Tree farm",2
3762,"Tree service",7
3763,"Trial attorney",27
3764,"Tribal headquarters",15
3765,"Triumph motorcycle dealer",8
3766,"Trophy shop",32
3767,"Tropical fish store",26
3768,"Truck accessories store",21
3769,"Truck dealer",8
3770,"Truck farmer",2
3771,"Truck parts supplier",35
3772,"Truck rental agency",21
3773,"Truck repair shop",31
3774,"Truck stop",20
3775,"Truck topper supplier",35
3776,"Trucking company",21
3777,"Trucking school",9
3778,"Truss manufacturer",7
3779,"Trust bank",13
3780,"Tsukigime parking lot",37
3781,"Tune up supplier",35
3782,"Tuning automobile",5
3783,"Tunisian restaurant",14
3784,"Turf supplier",35
3785,"Turkish restaurant",14
3786,"Turkmen restaurant",14
3787,Turnery,21
3788,"Tuscan restaurant",14
3789,"Tutoring service",9
3790,"Tuxedo shop",32
3791,"Typewriter repair service",31
3792,"Typewriter supplier",35
3793,"Typing service",27
3794,"Udon noodle restaurant",14
3795,"Ukrainian restaurant",14
3796,"Unagi restaurant",14
3797,"Underwear store",32
3798,"Unemployment office",15
3799,"Unfinished furniture store",32
3800,"Uniform store",32
3801,Hairdresser,6
3802,"Unitarian Universalist Church",30
3803,"United Church of Canada",30
3804,"United Church of Christ",30
3805,"United Methodist church",30
3806,"United States Armed Forces Base",15
3807,"Unity church",30
3808,University,9
3809,"University department",9
3810,"University hospital",17
3811,"University library",9
3812,"Upholstery cleaning service",19
3813,"Upholstery shop",32
3814,"Urban planning department",15
3815,"Urgent care center",17
3816,Urologist,22
3817,"Urology clinic",17
3818,"Uruguayan restaurant",14
3819,"Pacific Northwest restaurant (US)",14
3820,"Used appliance store",32
3821,"Used auto parts store",5
3822,"Used bicycle shop",34
3823,"Used book store",32
3824,"Used car dealer",8
3825,"Used CD store",32
3826,"Used clothing store",32
3827,"Used computer store",32
3828,"Used furniture store",32
3829,"Used game store",32
3830,"Used motorcycle dealer",8
3831,"Used musical instrument store",32
3832,"Used office furniture store",32
3833,"Used store fixture supplier",35
3834,"Used tire shop",21
3835,"Used truck dealer",8
3836,"Utility contractor",7
3837,"Utility trailer dealer",8
3838,"Uzbeki restaurant",14
3839,"Holiday apartment",28
3840,"Vacation home rental agency",20
3841,"Vacuum cleaner repair shop",31
3842,"Vacuum cleaner store",32
3843,"Vacuum cleaning system supplier",35
3844,"Valencian restaurant",14
3845,"Valet parking service",24
3846,"Van rental agency",21
3847,"Vaporizer store",32
3848,"Variety store",32
3849,"Vascular surgeon",22
3850,"Vastu consultant",27
3851,"VCR repair service",31
3852,"Vegan restaurant",14
3853,"Vegetable wholesale market",32
3854,"Vegetable wholesaler",32
3855,"Vegetarian cafe and deli",14
3856,"Vegetarian restaurant",14
3857,"Vehicle examination office",15
3858,"Vehicle exporter",21
3859,"Vehicle inspection",21
3860,"Vehicle shipping agent",21
3861,"Vehicle wrapping service",21
3862,Velodrome,34
3863,"Vending machine supplier",35
3864,Venereologist,22
3865,"Venetian restaurant",14
3866,"Venezuelan restaurant",14
3867,"Ventilating equipment manufacturer",21
3868,"Venture capital company",13
3869,"Veterans affairs department",15
3870,"Veterans center",23
3871,"Veterans hospital",17
3872,"Veterans organization",23
3873,Veterinarian,26
3874,"Veterinary pharmacy",17
3875,"Video arcade",4
3876,"Video camera repair service",31
3877,"Video conferencing equipment supplier",35
3878,"Video conferencing service",36
3879,"Video duplication service",4
3880,"Video editing service",4
3881,"Video equipment repair service",31
3882,"Video game rental kiosk",4
3883,"Video game rental service",4
3884,"Video game rental store",4
3885,"Video game store",4
3886,"Video karaoke",4
3887,"Video production service",4
3888,"Video store",4
3889,"Vietnamese restaurant",14
3890,Villa,28
3891,"Village hall",23
3892,Vineyard,2
3893,"Vineyard church",30
3894,"Vintage clothing store",32
3895,"Vinyl sign shop",32
3896,"Violin shop",32
3897,"Virtual office rental",27
3898,"Visa and passport office",15
3899,"Visa consultant",27
3900,"Visitor center",20
3901,"Vitamin & supplements store",32
3902,"Vocal instructor",9
3903,"Vocational college",9
3904,"Vocational gymnasium school",9
3905,"Vocational school one",9
3906,"Vocational secondary school",9
3907,"Vocational school",9
3908,"Volkswagen dealer",8
3909,"Volleyball club",34
3910,"Volleyball court",34
3911,"Volleyball instructor",34
3912,"Volunteer organization",23
3913,"Volvo dealer",8
3914,"Voter registration office",15
3915,"Waldorf kindergarten",9
3916,"Waldorf school",9
3917,"Walk-in clinic",17
3918,"Wallpaper installer",32
3919,"Wallpaper store",32
3920,"War museum",4
3921,Warehouse,37
3922,"Warehouse club",32
3923,"Warehouse store",32
3924,"Washer & dryer repair service",31
3925,"Washer & dryer store",32
3926,"Waste management service",33
3927,"Watch manufacturer",21
3928,"Watch repair service",31
3929,"Watch store",32
3930,"Water cooler supplier",35
3931,"Water damage restoration service",36
3932,"Water filter supplier",35
3933,"Water jet cutting service",21
3934,"Water mill",21
3935,"Water park",4
3936,"Water polo pool",34
3937,"Water pump supplier",35
3938,"Water purification company",21
3939,"Water ski shop",34
3940,"Water skiing club",34
3941,"Water skiing instructor",34
3942,"Water skiing service",34
3943,"Water softening equipment supplier",35
3944,"Water sports equipment rental service",34
3945,"Water tank cleaning service",1
3946,"Water testing service",1
3947,"Water treatment plant",10
3948,"Water treatment supplier",35
3949,"Water utility company",10
3950,"Water works",10
3951,"Water works equipment supplier",35
3952,"Waterbed repair service",31
3953,"Waterbed store",32
3954,"Waterproofing company",20
3955,"Wax museum",4
3956,"Wax supplier",35
3957,"Waxing hair removal service",12
3958,"Weather forecast service",36
3959,"Weaving mill",21
3960,"Web hosting company",36
3961,"Wedding bakery",14
3962,"Wedding buffet",14
3963,"Wedding chapel",12
3964,"Wedding dress rental service",24
3965,"Wedding photographer",12
3966,"Wedding planner",12
3967,"Wedding service",12
3968,"Wedding souvenir shop",32
3969,"Wedding store",32
3970,"Wedding venue",12
3971,"Weigh station",21
3972,"Weight loss service",16
3973,"Weightlifting area",34
3974,Weir,7
3975,Welder,21
3976,"Welding gas supplier",35
3977,"Welding supply store",32
3978,"Well drilling contractor",7
3979,"Wellness center",16
3980,"Wellness hotel",20
3981,"Wellness program",16
3982,"Welsh restaurant",14
3983,"Wesleyan church",30
3984,"West African restaurant",14
3985,"Western apparel store",32
3986,"Western restaurant",14
3987,"Whale watching tour agency",20
3988,"Wheel alignment service",21
3989,"Wheel store",32
3990,"Wheelchair rental service",17
3991,"Wheelchair repair service",31
3992,"Wheelchair store",17
3993,"Wholesale bakery",32
3994,"Wholesale drugstore",32
3995,"Wholesale florist",32
3996,"Wholesale food store",32
3997,"Wholesale grocer",32
3998,"Wholesale jeweler",32
3999,"Wholesale market",32
4000,"Wholesale plant nursery",32
4001,Wholesaler,32
4002,"Wholesaler household appliances",32
4003,"Wi-Fi spot",36
4004,"Wicker store",32
4005,"Wig shop",32
4006,"Wildlife and safari park",20
4007,"Wildlife park",20
4008,"Wildlife refuge",23
4009,"Wildlife rescue service",26
4010,"Willow basket manufacturer",21
4011,"Wind farm",10
4012,"Wind turbine builder",7
4013,"Window cleaning service",19
4014,"Window installation service",19
4015,"Window supplier",35
4016,"Window tinting service",19
4017,"Window treatment store",32
4018,"Windsurfing store",34
4019,"Wine bar",14
4020,"Wine cellar",14
4021,"Wine club",14
4022,"Wine storage facility",14
4023,"Wine store",14
4024,"Wine wholesaler and importer",32
4025,"Winemaking supply store",14
4026,Winery,14
4027,"Wing chun school",34
4028,"Wok restaurant",14
4029,"Women’s clothing store",32
4030,"Womens college",9
4031,"Women’s organization",23
4032,"Women’s personal trainer",16
4033,"Womens protection service",23
4034,"Women’s shelter",23
4035,"Wood and laminate flooring supplier",35
4036,"Wood floor installation service",19
4037,"Wood floor refinishing service",19
4038,"Wood frame supplier",35
4039,"Wood stove shop",32
4040,"Wood supplier",35
4041,"Woodworking class",9
4042,Woodworker,21
4043,"Woodworking supply store",32
4044,"Wool store",32
4045,"Work clothes store",32
4046,"Workers’ club",23
4047,"Working womens hostel",20
4048,"Wrestling school",34
4049,"X-ray equipment supplier",35
4050,"X-ray lab",17
4051,"Yacht broker",32
4052,"Yacht club",20
4053,Yakatabune,20
4054,"Yakiniku restaurant",14
4055,"Yakisoba Restaurant",14
4056,"Yakitori restaurant",14
4057,"Yamaha motorcycle dealer",8
4058,"Yarn store",32
4059,"Yemenite restaurant",14
4060,Yeshiva,9
4061,"Yoga instructor",16
4062,"Yoga retreat center",20
4063,"Yoga studio",16
4064,"Youth care",23
4065,"Youth center",23
4066,"Youth clothing store",32
4067,"Youth club",23
4068,"Youth group",23
4069,"Youth hostel",20
4070,"Youth organization",23
4071,"Youth social services organization",23
4072,"Yucatan restaurant",14
4073,"Zhejiang restaurant",14
4074,Zoo,20
4075,"Real Estate Builders & Construction Company",28
4076,"Diamond Merchant",21
4077,"Petrol Pump",1
4078,"Car Service Station",1
4079,"Computer Hardware Company",1
4080,Court,1
4081,"County court",1
4082,"Fingerprinting Service Provider",1
4083,"Beauty Parlour",1
4084,saloon,1
4085,"Mental Hospital",1
4086,vms,1
4087,"Children's Book Store",1
4088,"Specialist book shop",1
4089,"Road Contractor",1
4090,"Crane Dealer and Manufacturer",1
4091,"Iron & Steel Industry",1
4092,"Manufacturing & Industrial Consultant",1
4093,navision,1
4094,"Video Conferencing Service Provider",1
4095,cloud,1
4096,"Central Government Office",1
4097,"Disability services and support organization",1
4098,books,1
4099,"Solar energy system service",1
4100,"Inverter & UPS Manufacturer",1
4101,"Women's clothing store",1
4102,"Farmers' market",1
4103,"Payroll Service Provider",1
4104,Design,1
4105,"Fertilizer Store",1
4106,"Cleaning Services",1
4107,"Teachers' housing",1
4108,Accounting,1
4109,"Business related",1
4110,"Bus stop",1
4111,Health,1
4112,"Alternative Medicine Clinic",1
4113,"Physiotherapy Center",1
4114,"ayurvedic medical center",1
4115,"Police department",1
4116,"Train station",1
4117,"Men's clothing store",1
4118,"Tax collector's office",1
4119,"Television Channel",1
4120,"Aadhaar center",1
4121,"Security system installation service",1
4122,computer,1
4123,pets,1
4124,"Pet care",1
4125,"Leather Products Manufacturer",1
4126,"shoe manufacturer",1
4127,"Stores and shopping",1
4128,"Drafting Service Center",1
4129,"Coaching service",1
4130,"Financial advisor",1
4131,Computers,1
4132,"Veterinary care",1
4133,"Children's clothing store",1
4134,"Childrens store",1
4135,"Bicycle Shop",1
4136,"Helmet shop",1
4137,"Inverter and UPS manufacturer",1
4138,"Industrial spares and products wholesaler",1
4139,"Scrap merchant",1
4140,Homestay,1
4141,"Bus station",1
4142,Establishment,1
4143,"Tourism development corporation",1
4144,"Clothing manufacturer",1
4145,"Academic department",1
4146,"Childrens library",1
4147,"Property administration service",1
4148,"City Hall",1
4149,"Women's personal trainer",1
4150,"Applied behavior analysis therapist",1
4151,Company,1
4152,"Mountain bike store",1
4153,"Delivery Restaurant",1
4154,"Historical place",1
4155,"School cafeteria",1
4156,"Electricity board",1
4157,"High court",1
4158,Courthouse,1
4159,"Back office",1
4160,"Subway station",1
4161,"Women's college",1
4162,"Offset printer",1
4163,"Newspaper distribution service",1
4164,"Police station",1
4165,"Girls' hostel",1
4166,"Machine maintenance service",1
4167,"Iron and steel industry",1
4168,"Iron and steel store",1
4169,"Waterproofing service",1
